i,ts_ms,close,action,conviction,urgency,edge_bps,rationale,regime,dominant_tf,agreement,conflict
32646,1703632080000,44094.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32647,1703632140000,44081.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32648,1703632200000,44083.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32649,1703632260000,44100.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32650,1703632320000,44099.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32651,1703632380000,44118.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32652,1703632440000,44134.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32653,1703632500000,44137.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32654,1703632560000,44147.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32655,1703632620000,44135.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32656,1703632680000,44134.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32657,1703632740000,44100.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32658,1703632800000,44107.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32659,1703632860000,44074.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32660,1703632920000,44096.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32661,1703632980000,44108.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32662,1703633040000,44066.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32663,1703633100000,44042.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32664,1703633160000,44032.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32665,1703633220000,44036.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32666,1703633280000,44027.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32667,1703633340000,44044.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32668,1703633400000,44057.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32669,1703633460000,44061.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32670,1703633520000,44078.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32671,1703633580000,44057.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32672,1703633640000,44057.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32673,1703633700000,44044.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32674,1703633760000,44079.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32675,1703633820000,44102.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32676,1703633880000,44095.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32677,1703633940000,44083.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32678,1703634000000,44096.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32679,1703634060000,44067.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32680,1703634120000,44071.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32681,1703634180000,44097.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32682,1703634240000,44095.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32683,1703634300000,44111.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32684,1703634360000,44108.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32685,1703634480000,44130.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32686,1703634540000,44121.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32687,1703634600000,44131.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32688,1703634660000,44101.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32689,1703634720000,44147.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32690,1703634780000,44143.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32691,1703634840000,44141.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32692,1703634900000,44153.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32693,1703634960000,44134.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32694,1703635020000,44147.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32695,1703635080000,44145.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32696,1703635140000,44131.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32697,1703635200000,44146.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32698,1703635260000,44134.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32699,1703635320000,44161.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32700,1703635380000,44098.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32701,1703635440000,44099.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32702,1703635500000,44065.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32703,1703635560000,44070.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32704,1703635620000,44042.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32705,1703635680000,44075.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32706,1703635740000,44070.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32707,1703635800000,44040.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32708,1703635860000,44064.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32709,1703635920000,44063.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32710,1703635980000,44048.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32711,1703636040000,44048.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32712,1703636100000,44044.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32713,1703636160000,44050.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32714,1703636220000,44042.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32715,1703636280000,44066.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32716,1703636460000,44082.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32717,1703636520000,44070.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32718,1703636580000,44064.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32719,1703636640000,44082.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32720,1703636700000,44094.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32721,1703636760000,44096.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32722,1703636820000,44088.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32723,1703636880000,44102.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32724,1703636940000,44096.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32725,1703637000000,44102.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32726,1703637060000,44083.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32727,1703637120000,44074.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32728,1703637180000,44057.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32729,1703637240000,44078.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32730,1703637300000,44070.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32731,1703637360000,44072.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32732,1703637420000,44044.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32733,1703637480000,44020.6,HOLD,0.0,0.0,0.0,dd_breach,range,,1.0,0.0
32734,1703637540000,44020.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32735,1703637600000,44026.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32736,1703637660000,44018.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32737,1703637720000,44019.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32738,1703637780000,44034.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32739,1703637840000,44032.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32740,1703637900000,44019.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32741,1703637960000,44057.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32742,1703638020000,44076.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32743,1703638080000,44083.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32744,1703638140000,44057.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32745,1703638200000,44048.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32746,1703638260000,44047.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32747,1703638320000,44057.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32748,1703638380000,44057.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32749,1703638440000,44052.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32750,1703638500000,44006.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32751,1703638560000,44031.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32752,1703638620000,44032.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32753,1703638680000,43993.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32754,1703638740000,43980.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32755,1703638800000,43988.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32756,1703638860000,43992.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32757,1703638920000,44019.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32758,1703638980000,44041.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32759,1703639040000,44032.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32760,1703639100000,44044.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32761,1703639160000,44057.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32762,1703639220000,44079.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32763,1703639280000,44083.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32764,1703639340000,44077.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32765,1703639400000,44018.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32766,1703639460000,44019.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32767,1703639520000,44006.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32768,1703639580000,43984.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32769,1703639640000,43980.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32770,1703639700000,43971.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32771,1703639760000,43982.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32772,1703639820000,43993.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32773,1703639880000,43994.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32774,1703639940000,44004.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32775,1703640000000,44019.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32776,1703640060000,44038.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32777,1703640120000,44032.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32778,1703640180000,44032.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32779,1703640240000,44006.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32780,1703640300000,44012.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32781,1703640360000,43986.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32782,1703640420000,44003.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32783,1703640480000,44006.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32784,1703640540000,44002.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32785,1703640600000,44003.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32786,1703640660000,44024.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32787,1703640780000,44036.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32788,1703640840000,44052.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32789,1703640900000,44037.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32790,1703640960000,44044.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32791,1703641020000,44054.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32792,1703641080000,44079.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32793,1703641140000,44073.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32794,1703641200000,44070.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32795,1703641260000,44070.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32796,1703641320000,44069.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32797,1703641380000,44070.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32798,1703641440000,44096.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32799,1703641500000,44109.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32800,1703641620000,44099.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32801,1703641680000,44123.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32802,1703641740000,44117.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32803,1703641800000,44108.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32804,1703641860000,44115.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32805,1703641920000,44123.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32806,1703641980000,44108.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32807,1703642040000,44062.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32808,1703642100000,44083.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32809,1703642160000,44094.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32810,1703642220000,44096.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32811,1703642280000,44083.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32812,1703642340000,44083.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32813,1703642400000,44114.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32814,1703642460000,44081.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32815,1703642520000,44081.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32816,1703642580000,44101.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32817,1703642640000,44127.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32818,1703642700000,44085.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32819,1703642760000,44083.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32820,1703642820000,44062.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32821,1703642880000,44062.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32822,1703643000000,44070.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32823,1703643060000,44050.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32824,1703643120000,44025.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32825,1703643180000,44057.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32826,1703643240000,44046.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32827,1703643300000,44044.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32828,1703643360000,44057.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32829,1703643420000,44067.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32830,1703643480000,44070.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32831,1703643540000,44081.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32832,1703643600000,44101.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32833,1703643660000,44066.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32834,1703643720000,44037.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32835,1703643780000,43999.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32836,1703643840000,43970.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32837,1703643900000,43974.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32838,1703643960000,43954.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32839,1703644020000,43997.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32840,1703644080000,43988.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32841,1703644140000,43994.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32842,1703644200000,44037.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32843,1703644260000,44005.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32844,1703644320000,43998.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32845,1703644380000,44025.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32846,1703644440000,43997.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32847,1703644500000,43993.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32848,1703644560000,43968.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32849,1703644620000,43932.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32850,1703644680000,43939.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32851,1703644740000,43924.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32852,1703644800000,43933.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32853,1703644860000,43948.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32854,1703644920000,43941.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32855,1703644980000,43904.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32856,1703645040000,43900.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32857,1703645100000,43914.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32858,1703645160000,43954.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32859,1703645220000,43955.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32860,1703645280000,43920.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32861,1703645340000,43944.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32862,1703645400000,43937.4,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
32863,1703645460000,43913.3,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
32864,1703645520000,43905.2,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
32865,1703645580000,43913.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32866,1703645640000,43891.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32867,1703645700000,43878.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32868,1703645760000,43832.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32869,1703645820000,43829.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32870,1703645880000,43817.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32871,1703645940000,43827.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32872,1703646000000,43865.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32873,1703646060000,43891.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32874,1703646120000,43926.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32875,1703646180000,43939.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32876,1703646240000,43916.8,HOLD,0.0,0.0,0.0,dd_breach,range,,0.0,0.0
32877,1703646300000,43911.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32878,1703646360000,43923.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32879,1703646420000,43929.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32880,1703646480000,43949.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32881,1703646540000,43946.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32882,1703646600000,43938.5,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32883,1703646660000,43935.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32884,1703646720000,43934.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32885,1703646780000,43954.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32886,1703646840000,43932.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32887,1703646900000,43955.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32888,1703646960000,43953.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32889,1703647020000,43929.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32890,1703647080000,43901.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32891,1703647140000,43929.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32892,1703647200000,43930.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32893,1703647260000,43915.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32894,1703647320000,43894.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32895,1703647380000,43899.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32896,1703647440000,43879.2,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32897,1703647500000,43839.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32898,1703647560000,43840.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32899,1703647620000,43840.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32900,1703647680000,43868.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32901,1703647740000,43838.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32902,1703647800000,43824.3,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32903,1703647860000,43787.7,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32904,1703647920000,43760.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32905,1703647980000,43800.4,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32906,1703648040000,43788.8,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32907,1703648100000,43820.0,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32908,1703648160000,43891.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32909,1703648220000,43903.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32910,1703648280000,43896.1,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32911,1703648340000,43911.6,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32912,1703648400000,43935.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
32913,1703648460000,43916.9,HOLD,0.0,0.0,0.0,insufficient_liquidity,range,,0.0,0.0
